APP_Libelle_etablissement,Code_postal,Libelle_commune,Synthese_eval_sanit,filtre_activite,Latitude,Longitude,Adress_Rue,Adress_Avenue,Adress_Chemin,Adress_Place,Adress_Boulevard,Adress_Route,Adress_quai
CARREFOUR,38431,Échirolles,Urgent_Améliorer, Autres,45.88368247734546,1.8146273876131076,1,0,0,0,0,0,0
EARL DU LIMOUSIN,89110,Les Ormes,Satisfaisant, Œufs et ovoproduits,47.845013,3.263568,1,0,0,0,0,1,0
AUCHAN FRANCE,91140,Villebon-sur-Yvette,Très satisfaisant, Autres,48.706498,2.256246,1,0,1,0,0,0,0
GAEC DE LA BERNUDIERE,61410,Tessé-Froulay,Très satisfaisant, Lait et produits laitiers,48.531493,-0.433315,1,0,0,0,0,0,0
APPROVISIONNEMENTS AVICOLES ASSOCIES,94150,Rungis,Très satisfaisant, Viandes et produits carnés,45.88368247734546,1.8146273876131076,0,0,0,0,0,0,0
EUROCIEL,95140,Garges-lès-Gonesse,Satisfaisant, Produits de la mer et d'eau douce,48.963612,2.399463,1,1,0,0,0,0,0
EPI-SERVICE (bar tabac épicerie),61490,Saint-Clair-de-Halouze,Satisfaisant, Autres,48.679512,-0.628609,1,0,1,1,0,0,0
NUSTRALE,20213,Penta-di-Casinca,Très satisfaisant, Autres,42.458949,9.499339,0,0,0,0,0,0,0
LE CUISINIER,44190,Gétigné,Satisfaisant, Viandes et produits carnés,47.07645,-1.243215,1,0,1,0,0,0,0
LECLERC CHRISTOPHE,44490,Le Croisic,Très satisfaisant, Produits de la mer et d'eau douce,45.88368247734546,1.8146273876131076,0,0,1,0,0,0,0
BYHET EMMANUEL,76470,Le Tréport,Très satisfaisant, Produits de la mer et d'eau douce,50.052933,1.375049,1,0,0,0,0,0,0
NUTRI'BABIG,29270,Carhaix-Plouguer,Très satisfaisant, Lait et produits laitiers,48.276931,-3.544818,1,0,0,0,0,0,0
CHARCUTERIE COSME,72000,Le Mans,Très satisfaisant, Viandes et produits carnés,48.000829,0.21108,1,1,0,0,0,0,0
GROUPE BIGARD,29300,Quimperlé,Très satisfaisant, Viandes et produits carnés,47.864125,-3.553519,1,0,0,0,0,0,0
CHARCUTERIE COSME,72000,Le Mans,Très satisfaisant, Viandes et produits carnés,48.000829,0.21108,1,1,0,0,0,0,0
FROMAGERIES TERRES D'OR,71140,Bourbon-Lancy,Très satisfaisant, Lait et produits laitiers,46.626845,3.729749,1,0,0,0,0,0,0
GROUPE BIGARD,29300,Quimperlé,Satisfaisant, Abattoirs,47.864125,-3.553519,1,0,0,0,0,0,0
FROMAGERIES TERRES D'OR,71140,Bourbon-Lancy,Très satisfaisant, Lait et produits laitiers,46.626845,3.729749,1,0,0,0,0,0,0
GROUPE BIGARD,29300,Quimperlé,Très satisfaisant, Viandes et produits carnés,47.864125,-3.553519,1,0,0,0,0,0,0
CHARCUTERIE COSME,72000,Le Mans,Très satisfaisant, Viandes et produits carnés,48.000829,0.21108,1,1,0,0,0,0,0
HAAGEN DAZS ARRAS SNC,62217,Tilloy-lès-Mofflaines,Très satisfaisant, Lait et produits laitiers,50.278931,2.819145,1,0,0,0,0,1,0
GROUPE BIGARD,29300,Quimperlé,Satisfaisant, Abattoirs,47.864125,-3.553519,1,0,0,0,0,0,0
E. LECLERC,14700,Falaise,Satisfaisant, Autres,48.907985,-0.208012,1,0,0,0,0,0,0
GAEC ABEHETIA,64130,Musculdy,Très satisfaisant, Lait et produits laitiers,43.194641,-0.974333,0,0,0,0,0,0,0
GROUPE BIGARD,29300,Quimperlé,Satisfaisant, Abattoirs,47.864125,-3.553519,1,0,0,0,0,0,0
GENTY,23000,Saint-Fiel,Très satisfaisant, Viandes et produits carnés,46.224243,1.915895,1,0,0,0,0,0,0
GROUPE BIGARD,29300,Quimperlé,Très satisfaisant, Viandes et produits carnés,47.864125,-3.553519,1,0,0,0,0,0,0
LES CHARCUTERIES DE LA TRAPPE,50480,Sainte-Mère-Église,Très satisfaisant, Viandes et produits carnés,49.380888,-1.345061,1,0,0,0,0,0,0
CATALON FREDERIC,07270,Le Crestet,Très satisfaisant, Œufs et ovoproduits,45.009071,4.629896,1,0,0,0,0,0,0
AUCHAN HYPERMARCHE,60110,Méru,Satisfaisant, Autres,49.224622,2.137069,1,0,0,0,0,0,0
LEADER PRICE EXPRESS,69007,Lyon 7e  Arrondissement,Satisfaisant, Autres,45.746937,4.837863,0,0,0,1,0,0,0
ABATTOIRS BO KAIL,97240,Le François,Satisfaisant, Abattoirs,14.59707,-60.916924,1,0,1,0,0,0,0
LA MAISON DE LA TIELLE,34630,Saint-Thibéry,Urgent_Améliorer, Produits de la mer et d'eau douce,43.397831,3.414981,1,0,1,0,0,0,0
MARETTE TRAITEUR,62280,Saint-Martin-Boulogne,Urgent_Améliorer, Autres,50.730109,1.626016,1,0,0,0,0,0,0
PORT BOULOGNE CALAIS,62204,Boulogne-sur-Mer,Satisfaisant, Produits de la mer et d'eau douce,45.88368247734546,1.8146273876131076,1,0,0,0,0,0,0
LE P'TIT FERMIER DE KERVIHAN,56550,Locoal-Mendon,Satisfaisant, Lait et produits laitiers,47.700312,-3.050921,1,0,0,0,0,0,0
SOC COOP AGRIC FROMAGE. FRUIT BONNETAGE,25210,Bonnétage,Satisfaisant, Lait et produits laitiers,47.186284,6.719952,1,0,0,0,0,1,0
BARON - FRANPRIX,75017,Paris 17e  Arrondissement,Très satisfaisant, Autres,48.894233,2.323121,1,0,0,0,0,0,0
HIPPOCAMPE CARAIBES,97122,Baie-Mahault,Satisfaisant, Viandes et produits carnés,16.238894,-61.565608,1,0,0,0,0,0,0
BARON - FRANPRIX,75017,Paris 17e  Arrondissement,Très satisfaisant, Autres,48.894233,2.323121,1,0,0,0,0,0,0
SOCIETE GOUBERT,76550,Hautot-sur-Mer,Très satisfaisant, Produits de la mer et d'eau douce,49.917095,1.031696,1,0,0,0,0,0,0
BARON - FRANPRIX,75017,Paris 17e  Arrondissement,Très satisfaisant, Autres,48.894233,2.323121,1,0,0,0,0,0,0
PRODUITS FERMIERS DES FREYTIS,43800,Beaulieu,Très satisfaisant, Viandes et produits carnés,45.150651,3.972105,1,0,0,0,0,0,0
EARL FABE,32250,Castelnau d'Auzan Labarrère,Satisfaisant, Abattoirs,43.944516,0.107794,1,0,0,0,0,1,0
EARL FABE,32250,Castelnau d'Auzan Labarrère,Satisfaisant, Viandes et produits carnés,43.944516,0.107794,1,0,0,0,0,1,0
EARL FABE,32250,Castelnau d'Auzan Labarrère,Satisfaisant, Viandes et produits carnés,43.944516,0.107794,1,0,0,0,0,1,0
SOCIETE NOUVELLE DES ETABLISSEMENTS JEAN MAZIERE,19240,Allassac,Urgent_Améliorer, Viandes et produits carnés,45.228726,1.452907,1,0,0,0,0,0,0
AVENIR 2000,45130,Baule,Très satisfaisant, Autres,45.88368247734546,1.8146273876131076,1,0,0,0,0,0,0
GAEC LA FERME BIO DE FONTALES,11290,Montréal,Satisfaisant, Œufs et ovoproduits,43.213829,2.115349,0,0,0,0,0,0,0
FROMAGERIES PERREAULT,53170,Meslay-du-Maine,Satisfaisant, Lait et produits laitiers,47.951104,-0.54711,1,0,0,0,0,0,0
AUMONT CHRISTINE,50870,Le Parc,Satisfaisant, Œufs et ovoproduits,48.747073,-1.314875,1,0,0,0,0,0,0
DU PEN CREAC'H,29670,Taulé,Satisfaisant, Œufs et ovoproduits,48.616067,-3.880202,1,0,0,0,0,0,0
SILL,29860,Plouvien,Très satisfaisant, Lait et produits laitiers,48.502241,-4.49992,1,0,0,0,0,0,0
L'ATELIER TRAITEUR,22120,Yffiniac,Très satisfaisant, Viandes et produits carnés,48.483441,-2.655919,0,0,0,0,0,0,0
PRODUITS FERMIERS DES FREYTIS,43800,Beaulieu,Très satisfaisant, Viandes et produits carnés,45.150651,3.972105,1,0,0,0,0,0,0
ADAMA,75018,Paris 18e  Arrondissement,Très satisfaisant, Autres,48.884875,2.356324,1,0,0,0,0,0,0
CTC GASCON,32300,Idrac-Respaillès,Très satisfaisant, Viandes et produits carnés,43.520561,0.458821,1,0,0,0,0,0,0
DURAND NATHALIE,05230,La Bâtie-Neuve,Satisfaisant, Abattoirs,44.578274,6.230999,1,0,0,0,0,0,0
MARINE QUALITY,94150,Rungis,Satisfaisant, Transport et entreposage de denrées alimentaires,45.88368247734546,1.8146273876131076,0,0,0,0,0,0,0
SAS PAYSANS COEUR DE CORREZE,19460,Naves,Urgent_Améliorer, Viandes et produits carnés,45.341775,1.745016,1,0,0,0,0,0,0
FERME DES AYASSES,26400,Vaunaveys-la-Rochette,Très satisfaisant, Viandes et produits carnés,44.77642,5.007296,1,0,0,0,0,1,0
PREM ALIMENTATION GENERALE,93350,Le Bourget,Satisfaisant, Autres,48.937128,2.427901,1,1,0,0,0,0,0
MAISON GUERY,44118,La Chevrolière,Très satisfaisant, Viandes et produits carnés,47.100644,-1.599929,1,0,0,0,0,0,0
GAEC DE LA CAURY,62240,Crémarest,Satisfaisant, Lait et produits laitiers,50.707893,1.796458,1,0,1,0,0,0,0
LES FOINS DU P'TIT GAUD,74100,Vétraz-Monthoux,Très satisfaisant, Œufs et ovoproduits,46.175093,6.264219,0,0,0,0,0,0,0
LVH TRAITEUR,31470,Bragayrac,Satisfaisant, Autres,43.480445,1.070669,1,0,0,0,0,0,0
STEF INTERNATIONAL,94310,Orly,Très satisfaisant, Transport et entreposage de denrées alimentaires,48.74934,2.391701,1,0,0,0,0,0,0
TAILLEFER FRANCIS,86490,Beaumont Saint-Cyr,Satisfaisant, Lait et produits laitiers,46.740568,0.406627,1,0,0,0,0,0,0
INTERMARCHE,55000,Fains-Véel,Satisfaisant, Autres,48.783241,5.12994,1,0,1,0,0,0,0
SOC COOP AG FROMAG FRUIT MIROIR DU COMTE,25210,Les Fontenelles,Satisfaisant, Lait et produits laitiers,47.199064,6.743228,1,0,0,0,0,0,0
AUVERGNE MAREE,03800,Gannat,Très satisfaisant, Produits de la mer et d'eau douce,46.104539,3.145671,1,0,0,0,0,0,0
SOC COOP FROMAGERIE FRUITIERE DE GILLEY,25650,Gilley,Très satisfaisant, Lait et produits laitiers,47.046875,6.480367,1,1,0,0,0,0,0
LES CANARDS D'AUZAN,32440,Castelnau d'Auzan Labarrère,Très satisfaisant, Viandes et produits carnés,43.944036,0.098516,1,0,1,0,0,0,0
GAEC DU PETIT MONTARLOT,70190,Cordonnet,Très satisfaisant, Produits de la mer et d'eau douce,47.409305,5.978482,1,0,0,0,0,0,0
LES CANARDS D'AUZAN,32440,Castelnau d'Auzan Labarrère,Très satisfaisant, Abattoirs,43.944036,0.098516,1,0,1,0,0,0,0
INTERMARCHE,37270,Véretz,Satisfaisant, Autres,47.350659,0.831646,1,0,1,0,0,0,0
LE SAINT GEORGES,07130,Saint-Péray,Satisfaisant, Autres,44.941374,4.86209,1,1,0,0,0,0,0
LA TETE DU DANAY,74450,Le Grand-Bornand,Très satisfaisant, Lait et produits laitiers,45.95992,6.457781,0,0,0,0,0,0,0
GAEC MARIE ANGELE,74340,Samoëns,Très satisfaisant, Lait et produits laitiers,46.070088,6.719304,1,0,0,0,0,1,0
PROMOCASH,72100,Le Mans,Très satisfaisant, Transport et entreposage de denrées alimentaires,47.978573,0.196607,1,0,0,0,0,0,0
ABATTOIRS BO KAIL,97240,Le François,Satisfaisant, Abattoirs,14.59707,-60.916924,1,0,1,0,0,0,0
CITY SUPERMARKET,75010,Paris 10e  Arrondissement,Satisfaisant, Autres,48.879304,2.357407,1,0,0,0,0,0,0
ABATTOIRS BO KAIL,97240,Le François,Satisfaisant, Viandes et produits carnés,14.59707,-60.916924,1,0,1,0,0,0,0
EARL LA FERME DU CHENE,38460,Chozeau,Satisfaisant, Lait et produits laitiers,45.700328,5.215464,0,0,1,0,0,0,0
PAPILLES D'ARDECHE,07300,Tournon-sur-Rhône,Très satisfaisant, Lait et produits laitiers,45.050594,4.83638,1,1,0,0,0,0,0
KOUBIA KHADDOUJ,45800,Saint-Jean-de-Braye,Satisfaisant, Abattoirs,47.928512,1.966082,1,0,0,0,0,0,0
PLATEFORME ALIMENTAIRE,97410,Saint-Pierre,Satisfaisant, Transport et entreposage de denrées alimentaires,-21.32378,55.481141,1,0,0,0,0,0,0
La Chèvrerie de l'Absinthe,43370,Bains,Satisfaisant, Lait et produits laitiers,44.989613,3.745075,0,0,0,0,0,0,0
CARREFOUR CONTACT,88560,Saint-Maurice-sur-Moselle,Très satisfaisant, Autres,47.85623,6.820565,1,0,0,0,0,0,0
DUBOIS CHRISTINE,37800,Sainte-Maure-de-Touraine,Très satisfaisant, Lait et produits laitiers,47.082634,0.596697,1,0,0,0,0,0,0
MOREAU ALEXIS,85230,Bouin,Très satisfaisant, Produits de la mer et d'eau douce,46.976412,-1.998079,1,0,0,0,0,0,0
BOULON JEAN,07160,Jaunac,Satisfaisant, Lait et produits laitiers,44.918751,4.399726,1,0,0,0,0,0,0
APPROVISIONNEMENTS AVICOLES ASSOCIES,94150,Rungis,Très satisfaisant, Transport et entreposage de denrées alimentaires,45.88368247734546,1.8146273876131076,0,0,0,0,0,0,0
NORFRIGO,62480,Le Portel,Satisfaisant, Transport et entreposage de denrées alimentaires,50.723007,1.582709,1,0,0,0,0,0,0
VALLEGRAIN DISTRIBUTION,28330,Coudray-au-Perche,Urgent_Améliorer, Viandes et produits carnés,48.230379,0.869187,1,0,0,0,0,0,0
NORFRIGO,62200,Boulogne-sur-Mer,Très satisfaisant, Transport et entreposage de denrées alimentaires,50.716042,1.600341,1,0,0,0,0,0,0
VALLEGRAIN DISTRIBUTION,28330,Coudray-au-Perche,Urgent_Améliorer, Viandes et produits carnés,48.230379,0.869187,1,0,0,0,0,0,0
SYMBIOMER,22700,Perros-Guirec,Très satisfaisant, Produits de la mer et d'eau douce,48.799181,-3.442215,1,0,0,0,0,0,0
LA FERME DE LA GREZELIE,24620,Marquay,Très satisfaisant, Viandes et produits carnés,44.928565,1.148032,1,0,0,0,0,0,0
MAN'NICOL,97232,Le Lamentin,Très satisfaisant, Produits de la mer et d'eau douce,14.615092,-60.990024,1,0,0,1,0,0,0
MUSSELLA,56760,Pénestin,Satisfaisant, Produits de la mer et d'eau douce,47.476942,-2.476573,1,0,0,0,0,0,0
ETABLISSEMENTS CLAUDE BEULAIGNE SA,68127,Sainte-Croix-en-Plaine,Satisfaisant, Transport et entreposage de denrées alimentaires,48.025702,7.376169,1,0,0,0,0,0,0
MARAELIA,22610,Pleubian,Très satisfaisant, Produits de la mer et d'eau douce,48.861185,-3.081372,0,0,0,0,0,0,0
GROUPE BIGARD,29300,Quimperlé,Très satisfaisant, Viandes et produits carnés,47.864125,-3.553519,1,0,0,0,0,0,0
LACTINOV ABBEVILLE,80100,Abbeville,Très satisfaisant, Lait et produits laitiers,50.108481,1.864106,1,0,1,0,0,0,0
SARL A2.DIS,94550,Chevilly-Larue,Très satisfaisant, Transport et entreposage de denrées alimentaires,48.763867,2.356268,0,1,0,0,0,0,0
EARL DE RESTEDERN,29610,Plouigneau,Très satisfaisant, Lait et produits laitiers,48.57681,-3.744772,1,0,0,0,0,0,0
LES FROMAGERIES OCCITANES,15300,Murat,Très satisfaisant, Lait et produits laitiers,45.109417,2.866946,1,1,0,0,0,0,0
LES PETITS BASSETS,85680,La Guérinière,Très satisfaisant, Produits de la mer et d'eau douce,46.973128,-2.232761,0,0,1,1,0,0,0
L'ATELIER DES BOUCHERIES NIVERNAISES,94240,L'Haÿ-les-Roses,Très satisfaisant, Viandes et produits carnés,48.773081,2.349537,1,0,0,0,0,0,0
CARREFOUR MARKET,18400,Saint-Florent-sur-Cher,Satisfaisant, Autres,46.992231,2.244985,1,0,0,0,0,0,0
JOLY SEBASTIEN,80680,Saint-Fuscien,Satisfaisant, Abattoirs,49.839502,2.318756,1,0,0,0,0,0,0
PRODUITS FERMIERS DES FREYTIS,43800,Beaulieu,Très satisfaisant, Viandes et produits carnés,45.150651,3.972105,1,0,0,0,0,0,0
SUPTIL AGNES-LE COCON DU FLACHERET,73190,Apremont,Très satisfaisant, Œufs et ovoproduits,45.503669,5.954617,1,0,0,0,0,0,0
CHARCUTERIE COSME,72000,Le Mans,Très satisfaisant, Viandes et produits carnés,48.000829,0.21108,1,1,0,0,0,0,0
GAEC DE LA MOTTE,59310,Nomain,Très satisfaisant, Lait et produits laitiers,50.498692,3.259434,1,0,0,0,0,0,0
CONSERVERIE DE BROCELIANDE,56430,Mauron,Très satisfaisant, Viandes et produits carnés,45.88368247734546,1.8146273876131076,1,0,0,0,0,0,0
CHARCUTERIE COSME,72000,Le Mans,Satisfaisant, Viandes et produits carnés,48.000829,0.21108,1,1,0,0,0,0,0
CHARCUTERIE COSME,72000,Le Mans,Très satisfaisant, Viandes et produits carnés,48.000829,0.21108,1,1,0,0,0,0,0
UN POISSON EN VILLE,75010,Paris 10e  Arrondissement,Satisfaisant, Autres,48.876415,2.355599,1,0,0,0,1,0,0
EARL DE LA GRAND'LANDE,36190,Gargilesse-Dampierre,Très satisfaisant, Lait et produits laitiers,46.500824,1.609704,1,0,0,0,0,0,0
CADEGI,11290,Montréal,Satisfaisant, Autres,43.200185,2.148156,1,1,0,0,0,0,0
LES CANARDS D'AUZAN,32440,Castelnau d'Auzan Labarrère,Très satisfaisant, Viandes et produits carnés,43.944036,0.098516,1,0,1,0,0,0,0
SARL CAMPISTRON ET FILS,40290,Mouscardès,Satisfaisant, Viandes et produits carnés,43.585334,-0.885343,1,0,0,0,0,1,0
CHARCUTERIE DE LA VALLEE DE LA BRUCHE,67210,Obernai,Très satisfaisant, Viandes et produits carnés,48.468135,7.509553,1,0,0,0,0,0,0
GAEC LA FERME DU MARJON,69510,Soucieu-en-Jarrest,Très satisfaisant, Lait et produits laitiers,45.665396,4.668323,1,0,0,0,0,0,0
VENDEE CRUSTACES,85270,Saint-Hilaire-de-Riez,Très satisfaisant, Produits de la mer et d'eau douce,46.709778,-1.979659,0,1,0,0,0,0,0
BARA DOZIC,29480,Le Relecq-Kerhuon,Très satisfaisant, Autres,48.399838,-4.407993,1,0,1,0,1,0,0
VENDEE CRUSTACES,85270,Saint-Hilaire-de-Riez,Satisfaisant, Produits de la mer et d'eau douce,46.709778,-1.979659,0,1,0,0,0,0,0
ROTISSERIE DE LA FERME DU PARADIS RFP,62100,Calais,Satisfaisant, Autres,50.954846,1.91006,1,0,0,0,0,0,0
LUCHE TRADITION VOLAILLES,72800,Luché-Pringé,Urgent_Améliorer, Viandes et produits carnés,47.696643,0.08401,1,0,0,0,0,0,0
GAEC DU GLACIER,63420,Anzat-le-Luguet,Satisfaisant, Lait et produits laitiers,45.3434,3.010492,1,0,0,0,0,0,0
LUCHE TRADITION VOLAILLES,72800,Luché-Pringé,Satisfaisant, Viandes et produits carnés,47.696643,0.08401,1,0,0,0,0,0,0
SARL DU HAUT DADOU,81250,Paulinet,Satisfaisant, Viandes et produits carnés,43.822636,2.449267,0,0,0,0,0,0,0
SCEA DE LA CHARMILLE,57990,Hundling,Très satisfaisant, Abattoirs,49.095129,6.981899,1,0,0,0,0,0,0
ABAG,38120,Fontanil-Cornillon,Satisfaisant, Abattoirs,45.245143,5.657036,0,1,0,0,0,0,0
NORFRIGO,62200,Boulogne-sur-Mer,Très satisfaisant, Produits de la mer et d'eau douce,50.716042,1.600341,1,0,0,0,0,0,0
ROSTAIN,05000,Neffes,Satisfaisant, Viandes et produits carnés,44.493236,6.016795,0,0,0,0,0,0,0
NORFRIGO,62200,Boulogne-sur-Mer,Très satisfaisant, Produits de la mer et d'eau douce,50.716042,1.600341,1,0,0,0,0,0,0
ABAG,38120,Fontanil-Cornillon,Satisfaisant, Abattoirs,45.245143,5.657036,0,1,0,0,0,0,0
LA BODEGA DES PYRENEES,64490,Accous,Très satisfaisant, Transport et entreposage de denrées alimentaires,42.977309,-0.606868,1,0,0,0,0,0,0
EARL LA FERME DE KERMOEL,22110,Plouguernével,Très satisfaisant, Lait et produits laitiers,48.258438,-3.216976,1,0,0,0,0,0,0
EURALIS GASTRONOMIE,65700,Maubourguet,Très satisfaisant, Abattoirs,43.440777,0.044503,1,0,0,0,0,0,0
SCEA LAIT GRAND CRU,37350,Le Grand-Pressigny,Très satisfaisant, Lait et produits laitiers,46.918173,0.817698,1,0,0,0,0,0,0
LES CANARDS DE LA MONTAGNE NOIRE,31250,Vaudreuille,Très satisfaisant, Abattoirs,43.426033,1.984851,0,0,1,0,0,0,0
L'AMIGO CAFE,84100,Orange,Très satisfaisant, Autres,44.137274,4.810982,1,1,1,0,0,0,0
LE CHALET D'ALPAGE,75015,Paris 15e  Arrondissement,Très satisfaisant, Autres,48.832371,2.287205,1,0,0,0,0,0,0
LES SENS EN EVEIL,34160,Castries,Satisfaisant, Autres,43.674024,3.974177,1,0,0,0,0,0,0
MAISON CORTADE,66540,Baho,Satisfaisant, Autres,42.700039,2.823456,1,0,0,0,0,0,0
LORRAINE VENAISON,21610,Saint-Seine-sur-Vingeanne,Très satisfaisant, Viandes et produits carnés,47.515975,5.425798,1,0,0,0,0,0,0
SUPERMARCHE FRANPRIX,75015,Paris 15e  Arrondissement,Très satisfaisant, Autres,48.854915,2.294776,1,1,0,0,0,0,0
GAEC PATTEDOIE PERE ET FILS,17310,Dolus-d'Oléron,Satisfaisant, Produits de la mer et d'eau douce,45.88368247734546,1.8146273876131076,1,0,0,0,0,0,0
LORRAINE VENAISON,21610,Saint-Seine-sur-Vingeanne,Très satisfaisant, Viandes et produits carnés,47.515975,5.425798,1,0,0,0,0,0,0
BETTY,31260,Montespan,Satisfaisant, Autres,43.073687,0.87783,1,0,0,0,0,0,0
NICOLAS LUDOVIC,33470,Gujan-Mestras,Satisfaisant, Produits de la mer et d'eau douce,44.642417,-1.072437,1,0,0,0,0,0,0
ELEVAGE AVICOLE DU MOULIN,79210,Le Bourdet,Très satisfaisant, Œufs et ovoproduits,46.238004,-0.658367,0,0,0,0,0,0,0
MING FAN,50120,Cherbourg-en-Cotentin,Très satisfaisant, Autres,49.634623,-1.63452,1,0,0,0,0,0,0
PROXI,23210,Mourioux-Vieilleville,Satisfaisant, Autres,46.092038,1.672676,1,0,0,0,0,0,0
CUGURNO JULIEN,20240,Ventiseri,Très satisfaisant, Produits de la mer et d'eau douce,45.88368247734546,1.8146273876131076,0,0,0,0,0,0,0
NATUREO,91100,Corbeil-Essonnes,Satisfaisant, Autres,48.60971,2.448014,1,0,0,0,0,0,0
"SICA ""VAL DE GELISE""",47170,Poudenas,Très satisfaisant, Viandes et produits carnés,44.037088,0.204695,0,0,0,0,0,0,0
MAISON MINATCHY,97438,Sainte-Marie,Satisfaisant, Autres,-20.911954,55.509929,1,0,0,0,0,0,0
VALMA DISTRIBUTION,14160,Dives-sur-Mer,Satisfaisant, Autres,49.285253,-0.102341,1,0,0,0,1,0,0
GAEC DES TREIZE VENTS,63122,Saint-Genès-Champanelle,Très satisfaisant, Lait et produits laitiers,45.704685,3.021718,0,0,0,0,0,0,0
JEANROY DISTRIBUTION,90850,Essert,Satisfaisant, Autres,47.634876,6.828128,1,0,0,0,0,0,0
CONSERVERIE DES TERRES ROUGES,43320,Chaspuzac,Satisfaisant, Viandes et produits carnés,45.069257,3.753843,1,0,0,0,0,0,0
VENDEE CRUSTACES,85270,Saint-Hilaire-de-Riez,Très satisfaisant, Autres,46.709778,-1.979659,0,1,0,0,0,0,0
PRESTABA,08300,Rethel,Très satisfaisant, Abattoirs,49.503843,4.357295,1,0,0,0,0,0,0
EARL LA FERME JOSSERAND,01560,Mantenay-Montlin,Satisfaisant, Abattoirs,46.4294,5.111807,0,0,0,0,0,0,0
PRESTABA,08300,Rethel,Urgent_Améliorer, Viandes et produits carnés,49.503843,4.357295,1,0,0,0,0,0,0
PRESTABA,08300,Rethel,Urgent_Améliorer, Viandes et produits carnés,49.503843,4.357295,1,0,0,0,0,0,0
LUCHE TRADITION VOLAILLES,72800,Luché-Pringé,Urgent_Améliorer, Viandes et produits carnés,47.696643,0.08401,1,0,0,0,0,0,0
RETHEL CHARCUTERIE,08300,Rethel,Très satisfaisant, Viandes et produits carnés,49.507786,4.365067,1,0,0,0,0,0,0
ETABLISSEMENTS J. CHENE ET FILS,69270,Couzon-au-Mont-d'Or,Très satisfaisant, Viandes et produits carnés,45.851901,4.829753,1,0,1,0,0,0,0
U EXPRESS,69003,Lyon 3e  Arrondissement,Satisfaisant, Autres,45.754105,4.889821,1,0,0,0,0,0,0
SOCIETE DE L ABATTOIR DE MAURIENNE,73130,Saint-Étienne-de-Cuines,Très satisfaisant, Abattoirs,45.352397,6.300187,1,0,0,0,0,1,0
DUCOURNAU ANNE MARIE,40500,Montsoué,Très satisfaisant, Abattoirs,43.740722,-0.50955,1,0,1,0,0,0,0
GUHUR MORGAN,19290,Peyrelevade,Satisfaisant, Autres,45.700403,1.989812,1,0,0,0,0,0,0
RUN MARKET PARTENAIRE INTERMARCHE,97490,Saint-Denis,Satisfaisant, Autres,-20.89317,55.486641,1,1,0,0,0,0,0
SCEA DES HUIT ROUTES,45270,Nesploy,Satisfaisant, Abattoirs,45.88368247734546,1.8146273876131076,1,0,0,0,0,1,0
ETABLISSEMENTS J. CHENE ET FILS,69270,Couzon-au-Mont-d'Or,Très satisfaisant, Viandes et produits carnés,45.851901,4.829753,1,0,1,0,0,0,0
EARL FERME DES PATIS,14370,Méry-Bissières-en-Auge,Très satisfaisant, Lait et produits laitiers,49.127327,-0.091362,1,0,1,0,0,0,0
GEANT LUCE,28110,Lucé,Satisfaisant, Autres,48.424849,1.4486,1,0,0,0,0,1,0
SUPERU,28130,Hanches,Très satisfaisant, Autres,48.598368,1.643513,1,0,0,0,0,0,0
FOODEX ( SA.),94430,Valenton,Très satisfaisant, Transport et entreposage de denrées alimentaires,45.88368247734546,1.8146273876131076,1,0,0,0,0,0,0
PROXI,29710,Plogastel-Saint-Germain,Satisfaisant, Autres,47.984052,-4.271399,1,0,0,0,0,0,0
SIAS,80700,Roye,Très satisfaisant, Produits de la mer et d'eau douce,49.708219,2.76082,1,0,1,0,0,0,0
REVELEAU PHILIPPE,33950,Lège-Cap-Ferret,Très satisfaisant, Produits de la mer et d'eau douce,44.700807,-1.229593,1,0,0,0,0,1,0
L'ORANGERAIE,75012,Paris 12e  Arrondissement,Très satisfaisant, Autres,48.846809,2.38343,1,0,0,0,1,0,0
SARL DERAME OLIVIER,44190,Gétigné,Satisfaisant, Autres,47.077083,-1.239189,1,0,0,0,1,0,0
EARL DERUMAUX,80132,Buigny-l'Abbé,Très satisfaisant, Œufs et ovoproduits,50.100616,1.937241,1,0,0,0,0,0,0
BRAEKEVELT RUDI,11340,Belvis,Satisfaisant, Lait et produits laitiers,42.850711,2.075034,1,0,0,0,0,0,0
LAVERGNE JEAN,79500,Fontivillié,Satisfaisant, Lait et produits laitiers,46.181294,-0.089399,0,0,0,0,0,0,0
GROUPE BIGARD,29300,Quimperlé,Très satisfaisant, Produits de la mer et d'eau douce,47.864125,-3.553519,1,0,0,0,0,0,0
SARL LAUBERT,11410,Payra-sur-l'Hers,Satisfaisant, Lait et produits laitiers,43.265642,1.866211,1,0,0,0,0,0,0
LUCIANI MARIA,20167,Sarrola-Carcopino,Très satisfaisant, Lait et produits laitiers,41.985437,8.838091,0,0,0,0,0,0,0
SMART MARKET,93000,Bobigny,Satisfaisant, Autres,48.905091,2.443105,1,1,0,0,0,0,0
LEVEQUE,76660,Bailleul-Neuville,Satisfaisant, Lait et produits laitiers,49.800422,1.418223,1,0,0,0,0,0,0
PETIT FORESTIER,27930,Le Vieil-Évreux,Très satisfaisant, Transport et entreposage de denrées alimentaires,49.014892,1.191883,1,0,0,0,0,0,0
