APP_Libelle_etablissement,Code_postal,Libelle_commune,Synthese_eval_sanit,filtre_activite,Latitude,Longitude,Adress_Rue,Adress_Avenue,Adress_Chemin,Adress_Place,Adress_Boulevard,Adress_Route,Adress_quai
BOUCHERIE DE LA PAIX,93300,Aubervilliers,Satisfaisant,Boucherie-Charcuterie,48.918983,2.393705,1,0,1,0,0,0,0
MEDITERRANNEE,49400,Saumur,Satisfaisant,Restaurant,47.258548,-0.075407,1,0,0,1,0,0,0
CROQ'DELICE,57350,Stiring-Wendel,Très satisfaisant,Restaurant,49.193352,6.915627,1,0,0,0,0,0,0
CRI,93400,Saint-Ouen-sur-Seine,Satisfaisant,Boulangerie-Pâtisserie,48.905384,2.322989,1,0,0,0,1,0,0
JF DISTRIBUTION,47550,Boé,Très satisfaisant,Alimentation générale,44.183769,0.632623,1,1,0,0,0,0,0
L'ART DU BOEUF ORIGINAL LABO,93170,Bagnolet,Satisfaisant,Restaurant,48.868128,2.416338,1,0,0,0,0,0,0
ANTONIO ET MARCO MORREALE,000NR,Lyon 2e  Arrondissement,Satisfaisant,Restaurant,45.88368247734546,1.8146273876131076,1,0,0,0,0,0,0
LA VILLA,02140,Vervins,Satisfaisant,Restaurant,49.832977,3.90357,1,1,0,0,0,0,0
GAEC DUBOIS LEBON,76270,Neuville-Ferrières,Satisfaisant,Producteur fermier,49.694667,1.439327,0,0,1,0,0,0,0
LYCEE GENERAL ET TECHNOLOGIQUE PIERRE DE LA RAMEE,02100,Saint-Quentin,Très satisfaisant,Restauration collective,49.85169,3.300064,1,0,0,0,0,0,0
IPPUDO REPUBLIQUE,75010,Paris 10e  Arrondissement,Satisfaisant,Restaurant,48.871065,2.361056,1,0,0,1,0,0,0
REST.ENTREPRISE ACO,72000,Le Mans,Très satisfaisant,Restaurant,47.951502,0.206653,1,0,0,0,1,0,0
PHO NAM BO,75013,Paris 13e  Arrondissement,Satisfaisant,Restaurant,48.824383,2.362141,1,0,0,0,0,0,0
GAEC CLAMENS,48600,Bel-Air-Val-d'Ance,Très satisfaisant,Producteur fermier,44.853223,3.658383,0,0,0,0,0,0,0
GAEC DE LA CHAUVENNE,15700,Chaussenac,Très satisfaisant,Producteur fermier,45.169881,2.284763,0,0,0,0,0,0,0
LES ESSENTIELLES SURESNES,92150,Suresnes,Satisfaisant,Restauration collective,48.86844,2.227789,1,0,0,0,0,0,0
POLATLAR,75012,Paris 12e  Arrondissement,Très satisfaisant,Restaurant,48.836242,2.391906,1,0,1,0,0,0,0
MAXI GRILL,26120,Montmeyran,Satisfaisant,Restaurant,44.824265,4.993214,1,0,1,0,0,0,0
LE GRAND COMPTOIR D'ALESIA,75014,Paris 14e  Arrondissement,Satisfaisant,Restaurant,48.829139,2.322788,1,0,0,0,0,0,0
RESEL DISTRIBUTION,75014,Paris 14e  Arrondissement,Très satisfaisant,Boulangerie-Pâtisserie,48.827726,2.329319,1,0,0,0,0,0,0
CANTINE SCOLAIRE,86370,Vivonne,Très satisfaisant,Restauration collective,46.431293,0.26393,1,1,0,0,0,0,0
SJ EVENTS,69008,Lyon 8e  Arrondissement,Satisfaisant,Restaurant,45.726103,4.873579,1,0,0,0,0,0,0
Table de Véro,57720,Hottviller,Très satisfaisant,Restaurant,49.078245,7.361826,1,0,0,0,0,0,0
LE MOULIN A PAINS,92160,Antony,Satisfaisant,Boulangerie-Pâtisserie,48.743598,2.2891,1,0,0,0,0,0,0
COLLEGE GRANDVILLE,54460,Liverdun,Satisfaisant,Restauration collective,48.758257,6.085096,1,0,0,0,0,0,0
LE RESTAURANT DE PROVENCE COUNTRY C,84800,Saumane-de-Vaucluse,Satisfaisant,Restaurant,45.88368247734546,1.8146273876131076,1,0,0,0,0,0,0
CHIPOTLE MEXICAN GRILL FRANCE SAS,75009,Paris 9e  Arrondissement,Satisfaisant,Restaurant,48.872031,2.340788,1,0,0,0,1,0,0
L'ATELIER DE LA PIZZA,71600,Paray-le-Monial,Satisfaisant,Restaurant,46.443376,4.116112,1,0,0,0,0,0,0
MAS LA GUILQUINIERE,91360,Épinay-sur-Orge,Satisfaisant,Restauration collective,48.678731,2.320469,1,0,0,0,0,0,0
BASE DE LOISIR DE CERGY-NEUVILLE,95000,Cergy,Très satisfaisant,Restauration collective,49.026827,2.055482,1,0,0,1,0,0,0
MAS LA GUILQUINIERE,91360,Épinay-sur-Orge,Satisfaisant,Restauration collective,48.678731,2.320469,1,0,0,0,0,0,0
CENTRE HOSPITALIER DE NIORT,79921,Niort,Très satisfaisant,Restauration collective,45.88368247734546,1.8146273876131076,1,1,1,0,0,0,0
ECOLE PRIMAIRE PUBLIQUE,07190,Saint-Étienne-de-Serre,Satisfaisant,Restauration collective,44.801225,4.53657,1,0,0,0,0,0,0
MAS LA GUILQUINIERE,91360,Épinay-sur-Orge,Satisfaisant,Restauration collective,48.678731,2.320469,1,0,0,0,0,0,0
LES EXPLORATEURS DE L'ETOILE,75017,Paris 17e  Arrondissement,Satisfaisant,Restauration collective,48.877428,2.291144,0,0,0,0,0,0,0
MAIRIE COMMUNE DE VITRAC SUR MONTANE,19800,Vitrac-sur-Montane,Satisfaisant,Restauration collective,45.371317,1.937088,1,0,0,0,0,0,0
HONG SHUN,55000,Bar-le-Duc,Satisfaisant,Restaurant,48.763305,5.186517,1,1,0,0,0,0,0
CHEZ MOUSS,60100,Creil,Satisfaisant,Restaurant,49.250993,2.467724,1,0,0,0,0,0,0
ASIA WOK 67,67190,Mutzig,Satisfaisant,Restaurant,48.530975,7.470855,1,0,0,0,0,0,0
ECP FRANCE,57790,Hattigny,Très satisfaisant,Restaurant,48.628689,6.966945,1,0,0,0,0,0,0
SODEXO SANTE MEDICO SOCIAL,38320,Brié-et-Angonnes,Satisfaisant,Restauration collective,45.128724,5.766869,1,0,1,0,0,0,0
MCDONALD'S,78630,Morainvilliers,Satisfaisant,Restaurant,48.92614,1.942438,1,0,0,0,0,0,0
LA PLANÈTE DES ENFANTS,75014,Paris,Très satisfaisant,Restauration collective,48.830559,2.324413,1,0,0,0,0,0,0
LES EXPLORATEURS DE JOUFFROY,75017,Paris 17e  Arrondissement,Très satisfaisant,Restauration collective,48.884325,2.305907,1,0,0,0,0,0,0
GRILL DE LA TOUR,48000,Mende,Satisfaisant,Restaurant,44.516142,3.483314,1,1,0,0,0,0,0
LE TIRE BOUCHON,75015,Paris 15e  Arrondissement,Satisfaisant,Restaurant,48.84436,2.31991,0,1,0,0,0,0,0
LA TANIERE,24000,Périgueux,Satisfaisant,Restaurant,45.185183,0.718413,1,0,0,1,0,0,0
DHWAY INDIAN ACCESSOIRES,75015,Paris 15e  Arrondissement,Très satisfaisant,Restaurant,48.844204,2.293348,1,0,0,0,0,0,0
MOHAMED LAOURA,97650,Bandraboua,Satisfaisant,Restaurant,-12.717839,45.120382,1,0,0,0,0,0,0
ASSOCIATION EMMAUS LE PUY,43000,Le Puy-en-Velay,Satisfaisant,Restauration collective,45.04514,3.893088,1,0,0,0,0,0,0
MAIRIE COMMUNE DE DRUYE,37190,Druye,Satisfaisant,Restauration collective,47.307963,0.53743,1,0,1,0,0,0,0
ESAT,76580,Le Trait,Très satisfaisant,Restauration collective,49.482218,0.792731,1,0,0,0,0,0,0
BASTA,69005,Lyon 5e  Arrondissement,Très satisfaisant,Restaurant,45.758,4.835,0,0,0,0,0,0,0
AUBRY ELISABETH,07630,Le Béage,Satisfaisant,Producteur fermier,44.855283,4.144758,1,0,0,0,0,0,0
ORSO SARL,75011,Paris 11e  Arrondissement,Satisfaisant,Restaurant,48.853501,2.38031,1,0,1,0,0,0,0
ECOLE PRIMAIRE VOLTAIRE,93100,Montreuil,Très satisfaisant,Restauration collective,48.854653,2.422608,1,0,0,0,0,0,0
OUSSENE MOINAIDI,97650,Bandraboua,Satisfaisant,Restaurant,-12.717839,45.120382,1,0,0,0,0,0,0
MAISON DE LA PETITE ENFANCE,61300,L'Aigle,Très satisfaisant,Restauration collective,48.756164,0.632105,1,1,1,0,0,0,0
MAISON JAZIRI,69009,Lyon 9e  Arrondissement,Satisfaisant,Boulangerie-Pâtisserie,45.775684,4.802946,1,0,0,0,0,0,0
BOBUN,75019,Paris 19e  Arrondissement,Très satisfaisant,Restaurant,48.892183,2.378382,1,1,0,0,0,0,0
LE GOUT DU SAKE,02600,Villers-Cotterêts,Satisfaisant,Restaurant,49.254365,3.091347,1,0,0,0,0,0,0
COLLEGE MADAME DE SEVIGNE,56430,Mauron,Satisfaisant,Restauration collective,48.07644,-2.290823,1,0,0,0,0,0,0
TARA FERME,69170,Tarare,Très satisfaisant,Producteur fermier,45.893343,4.43999,1,1,0,0,0,0,0
O'TORO,68200,Mulhouse,Satisfaisant,Boucherie-Charcuterie,47.73865,7.310605,1,0,0,0,0,0,0
SIKENA,94210,Saint-Maur-des-Fossés,Satisfaisant,Restaurant,48.810613,2.470675,0,1,0,0,0,0,0
CRECHE AMBROISE PARE,94000,Créteil,Très satisfaisant,Restauration collective,48.787429,2.446281,1,0,0,0,0,0,0
BOUCHERIE SPECHT,67370,Truchtersheim,Très satisfaisant,Boucherie-Charcuterie,48.656039,7.606853,1,0,0,0,0,0,0
BISTROT DUPLEIX,75015,Paris 15e  Arrondissement,Urgent_Améliorer,Restaurant,48.850554,2.292504,1,0,0,0,1,0,0
LA COTE ET L'ARETE,31700,Blagnac,Très satisfaisant,Restaurant,43.640801,1.372292,1,0,0,0,0,0,0
KUKU,75008,Paris 8e  Arrondissement,Satisfaisant,Restaurant,48.872726,2.315614,1,0,0,0,0,0,0
COLLEGE CAMILLE GUERIN,35290,Saint-Méen-le-Grand,Satisfaisant,Restauration collective,48.191822,-2.19488,1,0,0,1,0,0,0
LA MAISON BLEUE,94340,Joinville-le-Pont,Satisfaisant,Restauration collective,48.818262,2.464957,1,0,0,0,0,0,0
PHILIPPE,75003,Paris 3e  Arrondissement,Satisfaisant,Restaurant,48.865591,2.361814,1,0,0,0,0,0,0
MISTER PEPONE,49250,Beaufort-en-Anjou,Très satisfaisant,Restaurant,47.434697,-0.195577,1,0,1,0,0,0,0
LE BELVED',07150,Vallon-Pont-d'Arc,Satisfaisant,Restaurant,44.309974,4.432709,1,0,0,0,0,0,0
L'EMPORTER,83330,Évenos,Satisfaisant,Restaurant,43.175155,5.829006,1,0,1,0,0,0,0
COLLEGE ACHILLE MILLIEN,58700,Prémery,Satisfaisant,Restauration collective,47.167734,3.337191,1,0,0,0,0,0,0
EHPAD VIA DOMITIA,34170,Castelnau-le-Lez,Satisfaisant,Restauration collective,43.648061,3.920004,1,1,0,0,0,0,0
LE RUSTIC,88500,Mirecourt,Très satisfaisant,Restaurant,48.300893,6.134069,0,0,0,1,0,0,0
COLLEGE GEORGES GOUY,07600,Vals-les-Bains,Très satisfaisant,Restauration collective,44.668518,4.364057,1,0,0,0,0,0,0
AU CARLESIEN GOURMAND,02310,Charly-sur-Marne,Satisfaisant,Boulangerie-Pâtisserie,48.974296,3.278984,1,0,0,0,0,0,0
LES REPAS LIVRES DE L'AQUITAINE,33140,Villenave-d'Ornon,Satisfaisant,Restauration collective,44.794718,-0.580869,0,0,1,0,0,0,0
LE PETIT LIBANAIS,75008,Paris 8e  Arrondissement,Satisfaisant,Restaurant,48.870602,2.307767,1,0,0,0,0,0,0
COLLEGE B DE VENTADOUR,07000,Privas,Très satisfaisant,Restauration collective,44.728229,4.611466,1,1,0,0,0,0,0
ECOLE PRIMAIRE PUBLIQUE,50450,Saint-Denis-le-Gast,Satisfaisant,Restauration collective,45.88368247734546,1.8146273876131076,1,0,0,0,0,0,0
MAIRIE COMMUNE D'ANGERVILLE L'ORCHER,76280,Angerville-l'Orcher,Urgent_Améliorer,Restauration collective,49.58301,0.291731,1,0,0,0,0,0,0
FUTUROSCOPE RESTAURATION,86130,Jaunay-Marigny,Très satisfaisant,Restaurant,46.67202,0.369007,1,0,0,0,0,0,0
COLLEGE JEAN JAURES,81100,Castres,Satisfaisant,Restauration collective,43.607971,2.237589,1,0,0,0,1,0,0
CUISINE CENTRALE D'OLLAINVILLE,91340,Ollainville,Très satisfaisant,Restauration collective,48.591045,2.232808,1,0,0,0,0,1,0
API RESTAURATION,86580,Biard,Très satisfaisant,Restauration collective,46.597849,0.311282,1,0,0,0,0,0,0
BISTROT DE LA GALOCHE,43200,Lapte,Satisfaisant,Restaurant,45.185033,4.216718,1,0,0,0,0,0,0
GAEC DES ACACIAS,70110,Saint-Ferjeux,Très satisfaisant,Producteur fermier,47.54418,6.508615,1,0,0,0,0,0,0
BOUCHERIE SAVEURS D'ORIENT,83200,Toulon,Satisfaisant,Boucherie-Charcuterie,43.128942,5.915752,1,0,0,1,0,0,0
ECOLE PRIMAIRE PUBLIQUE,16130,Genté,Satisfaisant,Restauration collective,45.62886,-0.307082,1,0,0,0,0,0,0
COLLEGE SAINT EXUPERY,78570,Andrésy,Satisfaisant,Restauration collective,48.967399,2.040598,1,0,0,0,0,0,0
MRS RHONE-ALPES,69740,Genas,Très satisfaisant,Restauration collective,45.724695,4.981876,1,0,0,0,0,0,0
LYCEE D ENS.PROFESSIONNEL DELPHINE GAY,23400,Bourganeuf,Urgent_Améliorer,Restauration collective,45.954832,1.749136,1,1,0,0,0,0,0
LA BOUCHERIE D'ANTAN,85130,La Gaubretière,Satisfaisant,Boucherie-Charcuterie,46.942567,-1.064868,1,0,1,1,0,0,0
CLM,07600,Vals-les-Bains,Satisfaisant,Restaurant,45.88368247734546,1.8146273876131076,1,0,0,0,0,0,0
GAEC HONORE,62130,Oeuf-en-Ternois,Satisfaisant,Producteur fermier,50.360299,2.224332,1,0,0,0,0,0,0
LA FERME DES AUBRIAIS,22490,Pleslin-Trigavou,Très satisfaisant,Boucherie-Charcuterie,48.535614,-2.063006,1,0,0,0,0,0,0
HOPITAL DE LA CROIX SAINT SIMON,75020,Paris 20e  Arrondissement,Satisfaisant,Restauration collective,48.853235,2.408594,1,1,0,0,0,0,0
O' BOOM - JACK,97221,Le Carbet,Satisfaisant,Restaurant,14.706723,-61.18391,1,0,0,0,0,0,0
L'R DE RIEN,75011,Paris 11e  Arrondissement,Satisfaisant,Restaurant,48.857682,2.384418,1,0,0,0,0,0,0
COLLEGE PAUL BERT,94230,Cachan,Très satisfaisant,Restauration collective,48.793675,2.331991,1,0,0,0,0,0,0
COLLEGE PIERRE ET MARIE CURIE,79000,Niort,Satisfaisant,Restauration collective,46.335102,-0.454624,1,0,1,0,0,0,0
BOUCHERIE SOUS LA TOUR,73100,Grésy-sur-Aix,Satisfaisant,Boucherie-Charcuterie,45.724319,5.930421,1,0,0,0,0,1,0
JENNIFER DUMONT,05140,Saint-Pierre-d'Argençon,Urgent_Améliorer,Restaurant,44.520956,5.696805,0,0,0,0,0,0,0
BAT PETITE ENFANCE,75020,Paris 20e  Arrondissement,Très satisfaisant,Restauration collective,48.850626,2.407499,1,0,1,0,0,0,0
BOUCHERIE DE LA PROVIDENCE,80000,Amiens,Satisfaisant,Boucherie-Charcuterie,49.900174,2.300594,1,0,0,0,0,0,0
THAI SABAI,93170,Bagnolet,Satisfaisant,Restaurant,48.86693,2.418203,1,0,0,0,0,0,0
ECOLE PRIMAIRE PUBLIQUE,17500,Fontaines-d'Ozillac,Très satisfaisant,Restauration collective,45.379809,-0.393738,1,0,0,0,0,0,0
LES OSSELINS,85470,Bretignolles-sur-Mer,Satisfaisant,Restaurant,46.626134,-1.874086,1,0,0,1,0,0,0
CAFE DE PARIS,19260,Treignac,Satisfaisant,Restaurant,45.536806,1.793734,1,1,0,0,0,0,0
CREPERIE LES ALIZES,22500,Paimpol,Très satisfaisant,Restaurant,48.779849,-3.046461,1,0,0,0,0,0,0
LA CASA DEL TACOS,30130,Pont-Saint-Esprit,Satisfaisant,Restaurant,44.256031,4.647962,1,0,0,0,0,0,0
LE SANGLIER BLEU,75018,Paris 18e  Arrondissement,Très satisfaisant,Restaurant,48.88428,2.331509,0,0,1,0,1,0,0
CREPERIE SUCREE SALEE,66240,Saint-Estève,Très satisfaisant,Restaurant,42.709152,2.844598,1,1,0,0,0,0,0
KELLY,72470,Saint-Mars-la-Brière,Satisfaisant,Restaurant,48.048837,0.358793,1,0,0,0,0,0,0
AUX DELICES DE JULES,60130,Wavignies,Satisfaisant,Boulangerie-Pâtisserie,49.547698,2.361496,1,0,0,0,0,0,0
LE BISTROT A TOTO,47480,Pont-du-Casse,Très satisfaisant,Restaurant,44.230028,0.678175,1,0,0,0,0,0,0
LES CANAILLES,54710,Ludres,Satisfaisant,Restaurant,48.623529,6.185109,1,0,0,0,0,0,0
CLINALLIANCE PARIS GAMBETTA,75020,Paris 20e  Arrondissement,Satisfaisant,Restauration collective,48.870579,2.403229,0,1,0,0,0,0,0
LE COURCELLES,75017,Paris 17e  Arrondissement,Satisfaisant,Restaurant,48.879462,2.303752,1,0,0,0,1,0,0
SARL EL BARAKA,28300,Mainvilliers,Satisfaisant,Boucherie-Charcuterie,48.4511,1.46251,1,0,1,1,0,0,0
KYRIAD DIRECT,13500,Martigues,Très satisfaisant,Restaurant,43.420597,5.054456,0,0,0,0,1,0,0
IL ETAIT UN BURGER,75005,Paris 5e  Arrondissement,Satisfaisant,Restaurant,48.842389,2.349691,1,0,0,0,0,0,0
OMEG AGE GESTION,75017,Paris 17e  Arrondissement,Satisfaisant,Restauration collective,48.88974,2.319255,1,0,1,0,0,0,0
DOMINO'S PIZZA,94440,Santeny,Satisfaisant,Restaurant,45.88368247734546,1.8146273876131076,0,0,0,0,0,0,0
ROTISSERIE ALBERTINI,20200,Bastia,Très satisfaisant,Restaurant,42.694533,9.436909,1,0,0,0,0,0,0
CLINIQUE DU PIC SAINT-LOUP,34980,Saint-Clément-de-Rivière,Satisfaisant,Restauration collective,45.88368247734546,1.8146273876131076,1,0,0,0,0,0,0
CREPERIE GENIA,75014,Paris 14e  Arrondissement,Satisfaisant,Restaurant,48.84244,2.327646,1,0,0,0,1,0,0
EHPAD MAISON RETRAITE OBJAT,19130,Objat,Très satisfaisant,Restauration collective,45.270832,1.410126,1,1,0,0,0,0,0
PARIS BELLE EPOQUE,75008,Paris 8e  Arrondissement,Très satisfaisant,Restaurant,48.869615,2.310778,1,0,1,0,0,0,0
PRESTO & CO,75009,Paris 9e  Arrondissement,Très satisfaisant,Restaurant,48.87397,2.336239,1,0,0,0,0,0,0
FERME DU BARRY,48130,Peyre en Aubrac,Très satisfaisant,Restaurant,44.72232,3.287186,1,0,0,0,0,0,0
COLUMBUS CAFE & CO,86000,Poitiers,Très satisfaisant,Restaurant,46.574982,0.373338,0,1,0,0,0,0,0
TEATRO DIVINO,49400,Saumur,Très satisfaisant,Restaurant,47.261213,-0.077005,0,0,0,1,0,0,0
BERIZZI EDITH,01270,Beaupont,Satisfaisant,Producteur fermier,46.410013,5.258537,1,0,0,0,0,0,0
RAMEZ MOISE,59750,Feignies,Satisfaisant,Producteur fermier,50.2923,3.914307,1,0,0,0,0,0,0
BEACH CLUB WALLIS,98600,Uvea,Très satisfaisant,Restaurant,-13.269525,-176.164084,1,0,0,0,0,1,0
LA COUR DU FRAIS HALAL,77600,Jossigny,Satisfaisant,Boucherie-Charcuterie,48.833765,2.75139,1,0,1,0,0,0,0
SARL LE FOREZ,42330,Cuzieu,Satisfaisant,Restauration collective,45.609245,4.260397,1,0,0,0,0,1,0
LA BOITE A OEUFS,04400,Barcelonnette,Satisfaisant,Restaurant,44.387119,6.651563,1,0,0,0,0,0,0
RESPAUD PATRICE,09130,Pailhès,Très satisfaisant,Producteur fermier,43.083692,1.436432,1,0,0,0,0,0,0
LABEL.ID,84000,Avignon,Satisfaisant,Restaurant,43.946597,4.811243,1,0,0,0,0,0,0
CHEZ MARIKO,93300,Aubervilliers,Satisfaisant,Restaurant,48.91647,2.366514,1,0,0,0,0,0,0
SUSHI SHOP,54000,Nancy,Très satisfaisant,Restaurant,48.692588,6.181004,1,0,0,0,0,0,0
AU P'TIT MOULIN,49630,Loire-Authion,Satisfaisant,Boulangerie-Pâtisserie,45.88368247734546,1.8146273876131076,0,0,0,0,0,0,0
LA BOUCHERIE BIO DES HALLES,84000,Avignon,Très satisfaisant,Boucherie-Charcuterie,43.94787,4.810295,0,0,0,1,0,0,0
LE CAFE DES DAMES,75017,Paris 17e  Arrondissement,Satisfaisant,Restaurant,48.881725,2.315331,1,1,0,0,0,0,0
LE GRIZZLI,75004,Paris 4e  Arrondissement,Satisfaisant,Restaurant,48.858643,2.349832,1,0,0,0,0,0,0
CAT LES HERMONES,74200,Thonon-les-Bains,Satisfaisant,Restauration collective,46.381703,6.505622,1,0,1,0,0,1,0
BEL EPI,93270,Sevran,Satisfaisant,Boulangerie-Pâtisserie,48.94254,2.532831,1,0,0,0,0,0,0
COMMUNAUTE DE COMMUNES CONVERGENCE GARONNE,33640,Portets,Satisfaisant,Restauration collective,44.695657,-0.422448,1,0,0,0,0,0,0
LAHORE FRIED CHICKEN,75010,Paris 10e  Arrondissement,Satisfaisant,Restaurant,48.875059,2.355716,1,0,0,0,0,0,0
LE TROUMELOU,15240,Auzers,Très satisfaisant,Restaurant,45.281479,2.47135,1,0,0,0,0,0,0
SYND INTER COM REGRO SCOLA GANNES BRUNV,60120,Gannes,Satisfaisant,Restauration collective,49.568499,2.423926,1,0,0,0,0,0,0
RESIDENCE ROCHE BRUNE,50590,Montmartin-sur-Mer,Satisfaisant,Restauration collective,48.985424,-1.518449,1,0,1,0,0,0,0
DREVET STEPHANE,23220,Le Bourg-d'Hem,Très satisfaisant,Producteur fermier,46.299825,1.851383,1,0,0,0,0,0,0
MC ST MAUR,36250,Saint-Maur,Satisfaisant,Restauration collective,46.793755,1.636254,1,0,0,0,0,0,0
VELAYOUDOM DIDIER,97139,Les Abymes,Urgent_Améliorer,Restaurant,16.286855,-61.492369,1,0,1,0,0,0,0
YOU YOU,98600,Uvea,Satisfaisant,Restaurant,-13.348256,-176.203398,0,0,0,0,0,0,0
MADIN'FOOD,97221,Le Carbet,Très satisfaisant,Restaurant,14.699275,-61.180669,0,0,0,0,0,0,0
JAB,75018,Paris 18e  Arrondissement,Très satisfaisant,Libre service,48.893134,2.348149,1,0,0,0,1,0,0
LE FORUM,84000,Avignon,Satisfaisant,Restaurant,43.949334,4.806245,1,0,0,1,0,0,0
I'M TACOS,97430,Le Tampon,Satisfaisant,Restaurant,-21.275508,55.520547,1,0,0,0,0,0,0
DISTRI VAILLANT,60100,Creil,Satisfaisant,Boulangerie-Pâtisserie,49.253284,2.489833,1,0,0,0,0,0,0
LE TABLEAU GOURMAND,42520,Véranne,Très satisfaisant,Restaurant,45.368481,4.662708,1,0,0,1,0,0,0
FUNG SHUN,75013,Paris 13e  Arrondissement,Satisfaisant,Restaurant,48.822304,2.363138,0,1,1,0,0,0,0
9HOTEL BASTILLE LYON,75012,Paris 12e  Arrondissement,Satisfaisant,Restaurant,48.847428,2.37152,1,0,0,0,0,0,0
EHPAD LA PROVIDENCE,38700,Corenc,Très satisfaisant,Restauration collective,45.221386,5.765485,1,0,1,0,0,1,0
SCOSSA,75016,Paris 16e  Arrondissement,Satisfaisant,Restaurant,48.869925,2.284762,1,0,0,1,0,0,0
COUSY LIEN,75015,Paris 15e  Arrondissement,Très satisfaisant,Restaurant,48.832371,2.287205,1,0,0,0,0,0,0
42 DEGRES,75009,Paris 9e  Arrondissement,Satisfaisant,Restaurant,48.877598,2.349023,1,0,0,0,0,0,0
CHAMPIGNY SYLVIE,37800,Maillé,Satisfaisant,Producteur fermier,47.028983,0.586833,0,0,1,0,0,0,0
L'ARTCHIMISTE,69006,Lyon 6e  Arrondissement,Très satisfaisant,Restaurant,45.768261,4.856383,1,0,0,0,0,0,0
REYMOND JEAN MICHEL,30580,Belvézet,Satisfaisant,Producteur fermier,44.086991,4.366213,0,0,0,0,0,0,0
LYCEE TECHNOLOGIQUE AUGUSTE RENOIR,75018,Paris 18e  Arrondissement,Très satisfaisant,Restauration collective,48.886889,2.328146,1,0,0,0,0,0,0
NEW PIZZA REIMS,51100,Reims,Satisfaisant,Restaurant,49.262645,4.022513,1,0,0,0,0,0,0
MISTER PEPONE,49250,Beaufort-en-Anjou,Satisfaisant,Restaurant,47.434697,-0.195577,1,0,1,0,0,0,0
ECOLE ELEMENTAIRE ANTOINE LAGARDE,76310,Sainte-Adresse,Satisfaisant,Restauration collective,49.515295,0.082444,1,0,0,0,0,0,0
SENSATION CUIR,75002,Paris 2e  Arrondissement,Très satisfaisant,Restaurant,48.867197,2.351378,1,0,0,0,0,0,0
FORNELLI,44300,Nantes,Très satisfaisant,Restaurant,47.207108,-1.559563,1,0,0,0,0,0,0
BAMBOU,75002,Paris 2e  Arrondissement,Satisfaisant,Restaurant,48.869346,2.345039,1,0,0,0,0,0,0
MAIRIE COMMUNE DE SAINT-PIERRE-LA-COUR,53410,Saint-Pierre-la-Cour,Satisfaisant,Restauration collective,48.112688,-1.024487,0,0,0,1,0,0,0
LE MARYLAND,75009,Paris 9e  Arrondissement,Satisfaisant,Restaurant,48.876679,2.344519,1,0,1,0,0,0,0
LYCEE PROFESSIONNEL CHATEAU POTEL,02460,La Ferté-Milon,Très satisfaisant,Restauration collective,49.173736,3.126195,0,0,1,0,0,0,0
BURGER KING,47550,Boé,Très satisfaisant,Restaurant,44.178869,0.620938,1,0,0,0,0,0,0
EARL LA FERME DE MANEGUET,74440,Taninges,Urgent_Améliorer,Producteur fermier,46.106217,6.58723,0,0,1,0,0,0,0
STAR WOK,75012,Paris 12e  Arrondissement,Satisfaisant,Restaurant,48.859,2.347,1,0,0,0,0,0,0
DOUDOU PIZZA,80090,Amiens,Satisfaisant,Restaurant,49.881177,2.32047,1,0,0,0,0,0,0
SANTA MONICA,75019,Paris 19e  Arrondissement,Très satisfaisant,Restaurant,48.88779,2.389937,1,1,0,0,0,0,0
MADE IN FRANCE FOOD COURT,75012,Paris 12e  Arrondissement,Satisfaisant,Restaurant,48.837766,2.404387,1,0,0,0,0,0,0
YUMAN,75013,Paris 13e  Arrondissement,Satisfaisant,Restaurant,48.830807,2.374884,1,0,1,0,0,0,0
UNITE DE PRODUCTION CULINAIRE SAINT CLEMENT,34980,Saint-Clément-de-Rivière,Satisfaisant,Restauration collective,43.710353,3.832889,1,1,0,0,0,0,0
COLLEGE JEAN MONNET,74410,Saint-Jorioz,Très satisfaisant,Restauration collective,45.825136,6.160523,0,0,0,0,0,0,0
ETABLISSEMENT DEPARTEMENTAL D EDUCATION DE FORMATION ET DE SOINS,35135,Chantepie,Satisfaisant,Restauration collective,48.092852,-1.612605,1,0,0,0,0,0,0
GAEC DE LACANAL,09100,Les Pujols,Très satisfaisant,Producteur fermier,43.086374,1.705004,1,0,0,0,0,0,0
CAMPING DE L HEREIN,84820,Visan,Satisfaisant,Restaurant,44.31289,4.941893,1,0,1,0,0,1,0
COLLEGE MONTHETY,77340,Pontault-Combault,Satisfaisant,Restauration collective,48.777808,2.603782,1,0,0,0,0,0,0
ALEXANDRE KATIA,28170,Châteauneuf-en-Thymerais,Satisfaisant,Boucherie-Charcuterie,48.576751,1.243165,1,0,1,0,0,0,0
GARGANTUA TRAITEUR CONSEIL,94110,Arcueil,Satisfaisant,Restauration collective,48.800829,2.342737,1,0,0,0,0,0,0
JIA YUN,75012,Paris 12e  Arrondissement,Très satisfaisant,Restaurant,48.850217,2.382282,1,0,0,0,0,0,0
COLLEGE GUILLAUME APOLLINAIRE,78370,Plaisir,Satisfaisant,Restauration collective,48.819889,1.94223,1,0,0,0,0,0,0
MCDONALD'S,07430,Davézieux,Très satisfaisant,Restaurant,45.257751,4.69022,0,0,0,0,0,0,0
BOUCHERIE L'EXCELLENCE,13300,Salon-de-Provence,Très satisfaisant,Boucherie-Charcuterie,43.642162,5.094571,0,0,0,1,0,0,0
